time index;Blockage Counter;Overtravel Counter;Internal Error Counter;Over Voltage Counter;Under Voltage Counter;Over Temperature Counter;Cycle Count;CPDMRptdMvmt
1765444040611;0;0;0;0;0;0;43;0
1765444047179;0;0;0;0;0;0;43;1
1765444048191;0;0;0;0;0;0;44;1
1765444048711;0;0;0;0;0;0;44;0
1765444053751;0;0;0;0;0;0;44;1
1765444054111;0;0;0;0;0;0;44;0
1765444060679;0;0;0;0;0;0;44;1
1765444061711;0;0;0;0;0;0;45;1
1765444062211;0;0;0;0;0;0;45;0
1765444067251;0;0;0;0;0;0;45;1
1765444067611;0;0;0;0;0;0;45;0
1765444074180;0;0;0;0;0;0;45;1
1765444075171;0;0;0;0;0;0;46;1
1765444075711;0;0;0;0;0;0;46;0
1765444080751;0;0;0;0;0;0;46;1
1765444081111;0;0;0;0;0;0;46;0
1765444087680;0;0;0;0;0;0;46;1
1765444088711;0;0;0;0;0;0;47;1
1765444089211;0;0;0;0;0;0;47;0
1765444094251;0;0;0;0;0;0;47;1
